current_family,BallLava,LavaBall,KeyBoxSwap,Identity
BallLava,0.9393546867640132,0.0458078191238813,0.01483749411210551,0.0
LavaBall,0.28950460152731544,0.7104953984726845,0.0,0.0
KeyBoxSwap,0.12260070289267369,0.0,0.8773992971073263,0.0
Identity,0.0,0.0,0.2796682262866865,0.7203317737133135
