method,task_idx,task_name,metric,mean,ci_low,ci_high,n_seeds
AMSC-norm,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,support_size,1.23,0.9640208780123272,1.4959791219876728,7
AMSC-norm,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,support_fraction,0.3075,0.2410052195030818,0.3739947804969182,7
AMSC-norm,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,same_family_precision,0.8864285714285715,0.7536676459522351,1.0,7
AMSC-norm,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,same_family_recall,1.0,1.0,1.0,7
AMSC-norm,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,any_same_family,1.0,1.0,1.0,7
AMSC-norm,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,jaccard_stability,0.9538167025604213,0.9026856402526031,1.0,7
AMSC-norm,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,first_correct_found,1.0,1.0,1.0,7
AMSC-norm,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-norm,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,steps_until_first_correct,2560.0,2560.0,2560.0,7
AMSC-norm,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,support_size,2.460714285714286,1.952869873845191,2.9685586975833806,7
AMSC-norm,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,support_fraction,0.49214285714285705,0.39057397476903816,0.5937117395166759,7
AMSC-norm,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,same_family_precision,0.4652380952380953,0.29871752593808365,0.6317586645381069,7
AMSC-norm,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,same_family_recall,0.995,0.9852,1.0,7
AMSC-norm,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,any_same_family,0.995,0.9852,1.0,7
AMSC-norm,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,jaccard_stability,0.9667384541756402,0.9267038319868777,1.0,7
