method,seed,same_family_beta_mass,cross_family_beta_mass,current_beta_mass,selected_prior_count,active_component_count,effective_n
AMSC-norm,86,0.45011046051873316,0.14971112558042166,0.4001784139008452,1.75,2.75,2.7032834424427463
AMSC-norm,87,0.4788810773082022,0.11593415936498497,0.4051847633268128,1.625,2.625,2.574172928195515
AMSC-norm,88,0.48850853952630685,0.1283766623369571,0.3831147981367361,1.8125,2.8125,2.7256383425671036
AMSC-norm,89,0.36194296383192465,0.2601047654443498,0.37795227072372556,1.9375,2.9375,2.87210321852957
AMSC-norm,90,0.4606864220558255,0.1429843296452366,0.3963292482989379,1.5625,2.5625,2.5086430089494964
AMSC-norm,91,0.39458670244717325,0.20414929088971412,0.4012640066631126,1.8125,2.8125,2.7304543607753717
AMSC-norm,92,0.4547686296022499,0.1396423283589016,0.4055890420388485,1.6875,2.6875,2.603138421119446
