current_family,BallLava,LavaBall,KeyBoxSwap,Identity
BallLava,0.9393546867640132,0.0458078191238813,0.01483749411210551,0.0
LavaBall,0.37515068021353537,0.6248493197864646,0.0,0.0
KeyBoxSwap,0.26221868606501475,0.0,0.7377813139349853,0.0
Identity,0.05945851832506312,0.0,0.35083137459737096,0.589710107077566
