method,metric,mean,ci_low,ci_high,n_seeds
AMSC-norm,support_size,1.8031696428571429,1.747928191783998,1.8584110939302878,7
AMSC-norm,support_fraction,0.33109019393305106,0.31561831548364605,0.34656207238245607,7
AMSC-norm,same_family_precision,0.679004761904762,0.6352670073109863,0.7227425164985377,7
AMSC-norm,same_family_recall,0.890922619047619,0.8590607425028401,0.922784495592398,7
AMSC-norm,any_same_family,0.9932738095238095,0.9816416104387029,1.0,7
AMSC-norm,jaccard_stability,0.9669697694823324,0.9569450635152037,0.976994475449461,7
AMSC-norm,first_correct_found,1.0,1.0,1.0,7
AMSC-norm,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-norm,steps_until_first_correct,2560.0,2560.0,2560.0,7
