method,seed,run_dir,task_idx,task_name,family,depth,layer,component_idx,component_role,beta_logit,beta_weight,selected_prior_count,effective_n,source
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,4,F1-D3,F1,3,network.phi_body.layers.0,0,same_family,0.22596509754657745,0.5129796305186183,1,1.9986531411583923,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,4,F1-D3,F1,3,network.phi_body.layers.0,4,current,0.17403490841388702,0.4870203694813818,1,1.9986531411583923,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,4,F1-D3,F1,3,network.phi_body.layers.1,0,same_family,0.2460818886756897,0.5230246472333006,1,1.995767899286611,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,4,F1-D3,F1,3,network.phi_body.layers.1,4,current,0.15391811728477478,0.4769753527666995,1,1.995767899286611,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,4,F1-D3,F1,3,network.phi_body.layers.2,0,same_family,0.269207239151001,0.5345486331309164,1,1.9904965093620433,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,4,F1-D3,F1,3,network.phi_body.layers.2,4,current,0.13079214096069336,0.4654513668690836,1,1.9904965093620433,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,4,F1-D3,F1,3,network.fc_action,0,same_family,0.2724875509738922,0.5361803823647258,1,1.9895823869139015,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,4,F1-D3,F1,3,network.fc_action,4,current,0.1275126338005066,0.46381961763527424,1,1.9895823869139015,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,4,F1-D3,F1,3,network.fc_critic,0,same_family,0.2138264775276184,0.5069128042187885,1,1.9996177781633906,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,4,F1-D3,F1,3,network.fc_critic,4,current,0.18617349863052368,0.4930871957812115,1,1.9996177781633906,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,5,F2-D3,F2,3,network.phi_body.layers.0,1,same_family,0.1740937978029251,0.5037135022535049,1,1.9998896852931083,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,5,F2-D3,F2,3,network.phi_body.layers.0,5,current,0.1592395156621933,0.4962864977464952,1,1.9998896852931083,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,5,F2-D3,F2,3,network.phi_body.layers.1,1,same_family,0.17651468515396118,0.5049238475840383,1,1.9998060646070457,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,5,F2-D3,F2,3,network.phi_body.layers.1,5,current,0.15681865811347961,0.4950761524159616,1,1.9998060646070457,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,5,F2-D3,F2,3,network.phi_body.layers.2,1,same_family,0.16425730288028717,0.49879531795436544,1,1.999988389996748,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,5,F2-D3,F2,3,network.phi_body.layers.2,5,current,0.16907604038715363,0.5012046820456345,1,1.999988389996748,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,5,F2-D3,F2,3,network.fc_action,1,same_family,0.1704447865486145,0.50188904474403,1,1.9999714524871264,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,5,F2-D3,F2,3,network.fc_action,5,current,0.1628885716199875,0.49811095525597004,1,1.9999714524871264,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,5,F2-D3,F2,3,network.fc_critic,1,same_family,0.17278273403644562,0.5030579967972888,1,1.9999251920429222,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,5,F2-D3,F2,3,network.fc_critic,5,current,0.16055059432983398,0.49694200320271115,1,1.9999251920429222,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,6,F3-D3,F3,3,network.phi_body.layers.0,2,same_family,0.14123372733592987,0.499188286034094,1,1.9999947289773925,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,6,F3-D3,F3,3,network.phi_body.layers.0,6,current,0.14448058605194092,0.500811713965906,1,1.9999947289773925,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,6,F3-D3,F3,3,network.phi_body.layers.1,2,same_family,0.142378568649292,0.4997607097212376,1,1.9999995419214047,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,6,F3-D3,F3,3,network.phi_body.layers.1,6,current,0.1433357298374176,0.5002392902787625,1,1.9999995419214047,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,6,F3-D3,F3,3,network.phi_body.layers.2,2,same_family,0.1364717036485672,0.4968073205951683,1,1.9999184577104514,checkpoint_reconstruction
Mask-SC-3,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-160541,6,F3-D3,F3,3,network.phi_body.layers.2,6,current,0.1492425948381424,0.5031926794048318,1,1.9999184577104514,checkpoint_reconstruction
