current_family,F1,F2,F3,F4
F1,0.2500632324424585,0.24180085996121745,0.2547845881460248,0.2533513194502993
F2,0.347789195814085,0.21881776185537852,0.21928914867540303,0.2141038936551334
F3,0.30413766434648104,0.2989172467130704,0.19692575406032484,0.20001933488012374
F4,0.26883183132120386,0.27503825879952387,0.26032987587145046,0.1958000340078218
