current_family,F1,F2,F3,F4
F1,0.7651866118369685,0.07506116287543595,0.12331476758107335,0.036437457706522305
F2,0.10116396033912918,0.7041241557695072,0.10633711740192556,0.08837476648943814
F3,0.1817925705316537,0.2009498128546706,0.5890852014327685,0.028172415180907153
F4,0.09270791926151671,0.16501037940020316,0.0930170928845899,0.6492646084536902
