method,seed,run_dir,task_idx,task_name,family,depth,num_selection_events,relevant_prior_count,support_size,support_fraction,same_family_precision,same_family_recall,any_same_family,jaccard_stability,first_correct_found,selection_events_until_first_correct,steps_until_first_correct,steps_after_first_selection_until_first_correct
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,10,F3-D4,F3,4,100,2,2.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,11,F4-D4,F4,4,100,2,2.0,0.1818181818181819,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,12,F1-D5,F1,5,100,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,13,F2-D5,F2,5,100,3,2.42,0.18615384615384614,1.0,0.8066666666666669,1.0,0.9158249158249158,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,14,F3-D5,F3,5,100,3,2.99,0.2135714285714286,1.0,0.9966666666666666,1.0,0.9932659932659932,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,15,F4-D5,F4,5,100,3,2.66,0.17733333333333332,1.0,0.8866666666666667,1.0,0.9158249158249158,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,16,F1-D6,F1,6,100,4,3.66,0.22875,1.0,0.915,1.0,0.9444444444444444,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,17,F2-D6,F2,6,100,4,2.06,0.12117647058823529,1.0,0.515,1.0,0.9932659932659932,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,18,F3-D6,F3,6,100,4,2.11,0.11722222222222221,1.0,0.5275,1.0,0.8821548821548821,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,19,F4-D6,F4,6,100,4,2.02,0.10631578947368418,1.0,0.505,1.0,0.9865319865319865,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,20,F1-D7,F1,7,100,5,4.58,0.22899999999999998,1.0,0.9159999999999999,1.0,0.9393939393939394,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,21,F2-D7,F2,7,100,5,3.0,0.1428571428571428,1.0,0.6,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,22,F3-D7,F3,7,100,5,2.01,0.0913636363636364,1.0,0.4019999999999999,1.0,0.9932659932659934,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,23,F4-D7,F4,7,100,5,3.0,0.13043478260869562,1.0,0.6,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,24,F1-D8,F1,8,100,6,4.9,0.2041666666666667,1.0,0.8166666666666668,1.0,0.9185185185185184,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,25,F2-D8,F2,8,100,6,4.0,0.15999999999999998,1.0,0.6666666666666669,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,26,F3-D8,F3,8,100,6,3.03,0.11653846153846155,1.0,0.505,1.0,0.98989898989899,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,27,F4-D8,F4,8,100,6,4.0,0.14814814814814817,1.0,0.6666666666666669,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,0,F1-D2,F1,2,0,0,0.0,,,,,,,,,
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,1,F2-D2,F2,2,100,0,1.0,1.0,0.0,,,1.0,,,,
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,2,F3-D2,F3,2,100,0,1.0,0.5,0.0,,,0.9696969696969697,,,,
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,3,F4-D2,F4,2,100,0,1.0,0.3333333333333334,0.0,,,1.0,,,,
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,4,F1-D3,F1,3,100,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,5,F2-D3,F2,3,100,1,1.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,6,F3-D3,F3,3,100,1,1.0,0.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,7,F4-D3,F4,3,100,1,1.0,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,8,F1-D4,F1,4,100,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,9,F2-D4,F2,4,100,2,2.0,0.22222222222222224,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,10,F3-D4,F3,4,100,2,2.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,11,F4-D4,F4,4,100,2,2.0,0.1818181818181819,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,12,F1-D5,F1,5,100,3,2.99,0.24916666666666665,1.0,0.9966666666666666,1.0,0.9966329966329965,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,13,F2-D5,F2,5,100,3,3.0,0.23076923076923075,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,14,F3-D5,F3,5,100,3,2.86,0.20428571428571426,1.0,0.9533333333333335,1.0,0.952861952861953,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,15,F4-D5,F4,5,100,3,2.05,0.13666666666666663,1.0,0.6833333333333336,1.0,0.973063973063973,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,16,F1-D6,F1,6,100,4,3.81,0.238125,1.0,0.9525,1.0,0.9444444444444444,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,17,F2-D6,F2,6,100,4,2.0,0.1176470588235294,1.0,0.5,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,18,F3-D6,F3,6,100,4,2.02,0.11222222222222225,1.0,0.505,1.0,0.9865319865319865,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,19,F4-D6,F4,6,100,4,3.0,0.15789473684210525,1.0,0.75,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,20,F1-D7,F1,7,100,5,2.92,0.14600000000000002,1.0,0.5840000000000001,1.0,0.9441077441077441,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,21,F2-D7,F2,7,100,5,2.05,0.0976190476190476,1.0,0.41,1.0,0.9730639730639732,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,22,F3-D7,F3,7,100,5,3.0,0.13636363636363633,1.0,0.6,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,23,F4-D7,F4,7,100,5,4.0,0.17391304347826086,1.0,0.7999999999999998,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,24,F1-D8,F1,8,100,6,3.27,0.13625,1.0,0.545,1.0,0.9597643097643097,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,25,F2-D8,F2,8,100,6,3.0,0.12,1.0,0.5,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,26,F3-D8,F3,8,100,6,4.01,0.15423076923076917,1.0,0.6683333333333336,1.0,0.9959595959595959,1.0,1.0,512.0,0.0
AMSC-shuffled,90,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md-shuffled/260622-183157,27,F4-D8,F4,8,100,6,5.0,0.18518518518518523,1.0,0.8333333333333331,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,0,F1-D2,F1,2,0,0,0.0,,,,,,,,,
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,1,F2-D2,F2,2,100,0,1.0,1.0,0.0,,,1.0,,,,
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,2,F3-D2,F3,2,100,0,1.0,0.5,0.0,,,1.0,,,,
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,3,F4-D2,F4,2,100,0,1.0,0.3333333333333334,0.0,,,1.0,,,,
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,4,F1-D3,F1,3,100,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,5,F2-D3,F2,3,100,1,1.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,6,F3-D3,F3,3,100,1,1.0,0.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,7,F4-D3,F4,3,100,1,1.0,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,8,F1-D4,F1,4,100,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,9,F2-D4,F2,4,100,2,2.0,0.22222222222222224,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,10,F3-D4,F3,4,100,2,2.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,11,F4-D4,F4,4,100,2,2.0,0.1818181818181819,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,12,F1-D5,F1,5,100,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,13,F2-D5,F2,5,100,3,2.47,0.18999999999999997,1.0,0.8233333333333335,1.0,0.9124579124579125,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,14,F3-D5,F3,5,100,3,2.7,0.1928571428571428,1.0,0.9,1.0,0.98989898989899,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,15,F4-D5,F4,5,100,3,2.98,0.19866666666666663,1.0,0.9933333333333334,1.0,0.9932659932659934,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,16,F1-D6,F1,6,100,4,3.74,0.23375,1.0,0.935,1.0,0.952020202020202,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,17,F2-D6,F2,6,100,4,2.0,0.1176470588235294,1.0,0.5,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,18,F3-D6,F3,6,100,4,3.48,0.19333333333333333,1.0,0.87,1.0,0.8695286195286195,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,19,F4-D6,F4,6,100,4,3.0,0.15789473684210525,1.0,0.75,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,20,F1-D7,F1,7,100,5,4.12,0.206,1.0,0.824,1.0,0.9590909090909091,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,21,F2-D7,F2,7,100,5,3.0,0.1428571428571428,1.0,0.6,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,22,F3-D7,F3,7,100,5,2.2,0.09999999999999996,1.0,0.4400000000000002,1.0,0.946127946127946,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,23,F4-D7,F4,7,100,5,3.19,0.138695652173913,1.0,0.6379999999999999,1.0,0.9595959595959596,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,24,F1-D8,F1,8,100,6,5.69,0.23708333333333337,1.0,0.9483333333333335,1.0,0.9791245791245792,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,25,F2-D8,F2,8,100,6,3.83,0.15319999999999998,1.0,0.6383333333333333,1.0,0.9848484848484849,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,26,F3-D8,F3,8,100,6,2.55,0.09807692307692303,1.0,0.425,1.0,0.9730639730639732,1.0,1.0,512.0,0.0
AMSC-shuffled,91,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md-shuffled/260622-183157,27,F4-D8,F4,8,100,6,4.0,0.14814814814814817,1.0,0.6666666666666669,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,0,F1-D2,F1,2,0,0,0.0,,,,,,,,,
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,1,F2-D2,F2,2,100,0,1.0,1.0,0.0,,,1.0,,,,
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,2,F3-D2,F3,2,100,0,1.0,0.5,0.0,,,1.0,,,,
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,3,F4-D2,F4,2,100,0,1.0,0.3333333333333334,0.0,,,1.0,,,,
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,4,F1-D3,F1,3,100,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,5,F2-D3,F2,3,100,1,1.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,6,F3-D3,F3,3,100,1,1.0,0.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,7,F4-D3,F4,3,100,1,1.0,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,8,F1-D4,F1,4,100,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,9,F2-D4,F2,4,100,2,2.0,0.22222222222222224,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,10,F3-D4,F3,4,100,2,2.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,11,F4-D4,F4,4,100,2,2.0,0.1818181818181819,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,12,F1-D5,F1,5,100,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,13,F2-D5,F2,5,100,3,1.21,0.09307692307692307,1.0,0.40333333333333343,1.0,0.8703703703703702,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,14,F3-D5,F3,5,100,3,3.0,0.2142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,15,F4-D5,F4,5,100,3,2.99,0.1993333333333333,1.0,0.9966666666666666,1.0,0.9932659932659932,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,16,F1-D6,F1,6,100,4,3.55,0.221875,1.0,0.8875,1.0,0.9343434343434344,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,17,F2-D6,F2,6,100,4,2.0,0.1176470588235294,1.0,0.5,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,18,F3-D6,F3,6,100,4,3.18,0.17666666666666672,1.0,0.795,1.0,0.9629629629629629,1.0,1.0,512.0,0.0
AMSC-shuffled,92,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md-shuffled/260622-183157,19,F4-D6,F4,6,100,4,2.01,0.10578947368421049,1.0,0.5025,1.0,0.9932659932659934,1.0,1.0,512.0,0.0
