method,seed,run_dir,task_idx,task_name,family,depth,same_family_beta_mass,cross_family_beta_mass,current_beta_mass,selected_prior_count,effective_n,active_component_count
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-134159,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,BallLava,3,0.5687202769004234,0.0,0.43127972309957663,1.0,1.9588397883673163,2.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-134159,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,LavaBall,3,0.5505378487662549,0.0,0.4494621512337451,1.0,1.964776565329657,2.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-134159,6,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R3-v0,KeyBoxSwap,3,0.6462576379113993,0.0,0.35374236208860077,1.0,1.8251747886196388,2.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-134159,7,CurriculumMultiRoomObjectRemapEnv-Identity-R3-v0,Identity,3,0.6234627769936154,0.0,0.3765372230063845,1.0,1.8521823007604428,2.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-134159,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,0.7450554902465816,0.0,0.2549445097534183,2.0,2.868939195010218,3.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-134159,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,0.6689503068765966,0.0,0.3310496931234034,2.0,2.994475789538657,3.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-134159,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,0.6969694637448411,0.0,0.3030305362551589,2.0,2.9375156169206322,3.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-134159,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,0.735276867875139,0.0,0.26472313212486104,2.0,2.8815530231349022,3.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-134159,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,0.7899139331868992,0.0,0.21008606681310082,3.0,3.9450709924477394,4.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-134159,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,0.7739706569912979,0.0,0.22602934300870214,3.0,3.85708744248294,4.0
