method,seed,run_dir,task_idx,task_name,family,depth,same_family_beta_mass,cross_family_beta_mass,current_beta_mass,selected_prior_count,effective_n,active_component_count
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-213307,4,F1-D3,F1,3,0.5223437558668655,0.0,0.4776562441331345,1.0,1.9942108069005744,2.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-213307,5,F2-D3,F2,3,0.49966430639282694,0.0,0.500335693607173,1.0,1.9998526873165374,2.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-213307,6,F3-D3,F3,3,0.49949088646659784,0.0,0.5005091135334021,1.0,1.999834106850915,2.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-213307,7,F4-D3,F4,3,0.530987142624415,0.0,0.46901285737558496,1.0,1.9907658207597172,2.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-213307,8,F1-D4,F1,4,0.6770807571387621,0.0,0.3229192428612379,2.0,2.995834403756676,3.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-213307,9,F2-D4,F2,4,0.6813397787839663,0.0,0.3186602212160337,2.0,2.9899042686884423,3.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-213307,10,F3-D4,F3,4,0.6712732345224658,0.0,0.3287267654775342,2.0,2.993553112321429,3.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-213307,11,F4-D4,F4,4,0.6814656855620378,0.0,0.31853431443796215,2.0,2.993045273290036,3.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-213307,12,F1-D5,F1,5,0.7560173319163805,0.0,0.2439826680836195,3.0,3.9940056804989625,4.0
Mask-SC-oracle,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260619-213307,13,F2-D5,F2,5,0.7557965082063397,0.0,0.24420349179366033,3.0,3.9939618766280858,4.0
