method,seed,task_idx,support_size,count
Mask-SC-oracle,90,24,6,100
Mask-SC-oracle,90,25,6,100
Mask-SC-oracle,90,26,6,100
Mask-SC-oracle,90,27,6,100
Mask-SC-oracle,91,4,1,100
Mask-SC-oracle,91,5,1,100
Mask-SC-oracle,91,6,1,100
Mask-SC-oracle,91,7,1,100
Mask-SC-oracle,91,8,2,100
Mask-SC-oracle,91,9,2,100
Mask-SC-oracle,91,10,2,100
Mask-SC-oracle,91,11,2,100
Mask-SC-oracle,91,12,3,100
Mask-SC-oracle,91,13,3,100
Mask-SC-oracle,91,14,3,100
Mask-SC-oracle,91,15,3,100
Mask-SC-oracle,91,16,4,100
Mask-SC-oracle,91,17,4,100
Mask-SC-oracle,91,18,4,100
Mask-SC-oracle,91,19,4,100
Mask-SC-oracle,91,20,5,100
Mask-SC-oracle,91,21,5,100
Mask-SC-oracle,91,22,5,100
Mask-SC-oracle,91,23,5,100
Mask-SC-oracle,91,24,6,100
Mask-SC-oracle,91,25,6,100
Mask-SC-oracle,91,26,6,100
Mask-SC-oracle,91,27,6,100
Mask-SC-oracle,92,4,1,100
Mask-SC-oracle,92,5,1,100
Mask-SC-oracle,92,6,1,100
Mask-SC-oracle,92,7,1,100
Mask-SC-oracle,92,8,2,100
Mask-SC-oracle,92,9,2,100
Mask-SC-oracle,92,10,2,100
Mask-SC-oracle,92,11,2,100
Mask-SC-oracle,92,12,3,100
Mask-SC-oracle,92,13,3,100
Mask-SC-oracle,92,14,3,100
Mask-SC-oracle,92,15,3,100
Mask-SC-oracle,92,16,4,100
Mask-SC-oracle,92,17,4,100
Mask-SC-oracle,92,18,4,100
Mask-SC-oracle,92,19,4,100
Mask-SC-oracle,92,20,5,100
Mask-SC-oracle,92,21,5,100
Mask-SC-oracle,92,22,5,100
Mask-SC-oracle,92,23,5,100
Mask-SC-oracle,92,24,6,100
Mask-SC-oracle,92,25,6,100
Mask-SC-oracle,92,26,6,100
Mask-SC-oracle,92,27,6,100
