method,seed,task_idx,support_size,count
Mask-SC-oracle,86,4,1,100
Mask-SC-oracle,86,5,1,100
Mask-SC-oracle,86,6,1,100
Mask-SC-oracle,86,7,1,100
Mask-SC-oracle,86,8,2,100
Mask-SC-oracle,86,9,2,100
Mask-SC-oracle,86,10,2,100
Mask-SC-oracle,86,11,2,100
Mask-SC-oracle,86,12,3,100
Mask-SC-oracle,86,13,3,100
Mask-SC-oracle,86,14,3,100
Mask-SC-oracle,86,15,3,100
Mask-SC-oracle,86,16,4,100
Mask-SC-oracle,86,17,4,100
Mask-SC-oracle,86,18,4,100
Mask-SC-oracle,86,19,4,100
Mask-SC-oracle,86,20,5,100
Mask-SC-oracle,86,21,5,100
Mask-SC-oracle,86,22,5,100
Mask-SC-oracle,86,23,5,100
Mask-SC-oracle,86,24,6,100
Mask-SC-oracle,86,25,6,100
Mask-SC-oracle,86,26,6,100
Mask-SC-oracle,86,27,6,100
Mask-SC-oracle,87,4,1,100
Mask-SC-oracle,87,5,1,100
Mask-SC-oracle,87,6,1,100
Mask-SC-oracle,87,7,1,100
Mask-SC-oracle,87,8,2,100
Mask-SC-oracle,87,9,2,100
Mask-SC-oracle,87,10,2,100
Mask-SC-oracle,87,11,2,100
Mask-SC-oracle,87,12,3,100
Mask-SC-oracle,87,13,3,100
Mask-SC-oracle,87,14,3,100
Mask-SC-oracle,87,15,3,100
Mask-SC-oracle,87,16,4,100
Mask-SC-oracle,87,17,4,100
Mask-SC-oracle,87,18,4,100
Mask-SC-oracle,87,19,4,100
Mask-SC-oracle,87,20,5,100
Mask-SC-oracle,87,21,5,100
Mask-SC-oracle,87,22,5,100
Mask-SC-oracle,87,23,5,100
Mask-SC-oracle,87,24,6,100
Mask-SC-oracle,87,25,6,100
Mask-SC-oracle,87,26,6,100
Mask-SC-oracle,87,27,6,100
Mask-SC-oracle,88,4,1,100
Mask-SC-oracle,88,5,1,100
Mask-SC-oracle,88,6,1,100
Mask-SC-oracle,88,7,1,100
Mask-SC-oracle,88,8,2,100
Mask-SC-oracle,88,9,2,100
Mask-SC-oracle,88,10,2,100
Mask-SC-oracle,88,11,2,100
Mask-SC-oracle,88,12,3,100
Mask-SC-oracle,88,13,3,100
Mask-SC-oracle,88,14,3,100
Mask-SC-oracle,88,15,3,100
Mask-SC-oracle,88,16,4,100
Mask-SC-oracle,88,17,4,100
Mask-SC-oracle,88,18,4,100
Mask-SC-oracle,88,19,4,100
Mask-SC-oracle,88,20,5,100
Mask-SC-oracle,88,21,5,100
Mask-SC-oracle,88,22,5,100
Mask-SC-oracle,88,23,5,100
Mask-SC-oracle,88,24,6,100
Mask-SC-oracle,88,25,6,100
Mask-SC-oracle,88,26,6,100
Mask-SC-oracle,88,27,6,100
Mask-SC-oracle,89,4,1,100
Mask-SC-oracle,89,5,1,100
Mask-SC-oracle,89,6,1,100
Mask-SC-oracle,89,7,1,100
Mask-SC-oracle,89,8,2,100
Mask-SC-oracle,89,9,2,100
Mask-SC-oracle,89,10,2,100
Mask-SC-oracle,89,11,2,100
Mask-SC-oracle,89,12,3,100
Mask-SC-oracle,89,13,3,100
Mask-SC-oracle,89,14,3,100
Mask-SC-oracle,89,15,3,100
Mask-SC-oracle,89,16,4,100
Mask-SC-oracle,89,17,4,100
Mask-SC-oracle,89,18,4,100
Mask-SC-oracle,89,19,4,100
Mask-SC-oracle,89,20,5,100
Mask-SC-oracle,89,21,5,100
Mask-SC-oracle,89,22,5,100
Mask-SC-oracle,89,23,5,100
Mask-SC-oracle,89,24,6,100
Mask-SC-oracle,89,25,6,100
Mask-SC-oracle,89,26,6,100
Mask-SC-oracle,89,27,6,100
Mask-SC-oracle,90,4,1,100
Mask-SC-oracle,90,5,1,100
Mask-SC-oracle,90,6,1,100
Mask-SC-oracle,90,7,1,100
Mask-SC-oracle,90,8,2,100
Mask-SC-oracle,90,9,2,100
Mask-SC-oracle,90,10,2,100
Mask-SC-oracle,90,11,2,100
Mask-SC-oracle,90,12,3,100
Mask-SC-oracle,90,13,3,100
Mask-SC-oracle,90,14,3,100
Mask-SC-oracle,90,15,3,100
Mask-SC-oracle,90,16,4,100
Mask-SC-oracle,90,17,4,100
Mask-SC-oracle,90,18,4,100
Mask-SC-oracle,90,19,4,100
Mask-SC-oracle,90,20,5,100
Mask-SC-oracle,90,21,5,100
Mask-SC-oracle,90,22,5,100
Mask-SC-oracle,90,23,5,100
