method,seed,run_dir,strategy,task_idx,task_name,family,depth,selection_cap,similarity_threshold,num_selection_events,relevant_prior_count,support_size,support_fraction,same_family_precision,same_family_recall,any_same_family,parent_selected,family_pure_support,jaccard_stability,cap_utilization,raw_support_size,raw_same_family_precision,raw_same_family_recall,raw_parent_selected,raw_cap_utilization,performance_filter_retention,selected_similarity_mean,raw_selected_similarity_mean,threshold_qualified_count,first_correct_found,selection_events_until_first_correct,steps_until_first_correct
Mask-SC-4,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,4,0.75,1000,3,2.979,0.21278571428571427,1.0,0.993,1.0,1.0,1.0,0.997997997997998,0.74475,2.979,1.0,0.993,1.0,0.74475,1.0,0.8566936519999999,0.8566936519999999,2.979,1.0,1.0,512.0
Mask-SC-4,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-86-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,15,CurriculumMultiRoomObjectRemapEnv-Identity-R5-v0,Identity,5,4,0.75,1000,3,2.615,0.17433333333333334,1.0,0.8716666666666666,0.963,0.961,0.963,0.9275942609275943,0.65375,2.615,1.0,0.8716666666666666,0.961,0.65375,1.0,0.7943780316718588,0.7943780316718588,2.615,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,BallLava,3,4,0.75,1000,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,0.8121569729999999,0.8121569729999999,1.0,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,LavaBall,3,4,0.75,1000,1,0.405,0.081,1.0,0.405,0.405,0.405,0.405,0.6596596596596597,0.10125,0.405,1.0,0.405,0.405,0.10125,1.0,0.7593415135802469,0.7593415135802469,0.405,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,6,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R3-v0,KeyBoxSwap,3,4,0.75,1000,1,1.712,0.2853333333333333,0.6232923497267758,0.976,0.976,0.976,0.241,0.8601935268601935,0.428,1.712,0.6232923497267758,0.976,0.976,0.428,1.0,0.8192752860314207,0.8192752860314207,1.712,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,7,CurriculumMultiRoomObjectRemapEnv-Identity-R3-v0,Identity,3,4,0.75,1000,1,0.494,0.07057142857142855,1.0,0.494,0.494,0.494,0.494,0.7647647647647647,0.1235,0.494,1.0,0.494,0.494,0.1235,1.0,0.7613549858299593,0.7613549858299593,0.494,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,4,0.75,1000,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.815893816,0.815893816,2.0,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,4,0.75,1000,2,2.0,0.2222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.8327912329999999,0.8327912329999999,2.0,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,4,0.75,1000,2,2.206,0.22059999999999996,0.8491263440860214,0.881,0.992,0.992,0.548,0.8692025358692025,0.5515,2.206,0.8491263440860214,0.881,0.992,0.5515,1.0,0.783078911626344,0.783078911626344,2.206,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,4,0.75,1000,2,1.436,0.13054545454545452,1.0,0.718,0.998,0.997,0.998,0.7727727727727728,0.359,1.436,1.0,0.718,0.997,0.359,1.0,0.7946905976953907,0.7946905976953907,1.436,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,4,0.75,1000,3,3.003,0.25025,0.99875,0.9993333333333334,1.0,1.0,0.995,0.9961628294961629,0.75075,3.003,0.99875,0.9993333333333334,1.0,0.75075,1.0,0.8182915996666666,0.8182915996666666,3.003,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,4,0.75,1000,3,2.345,0.18038461538461537,0.9469241056502841,0.716,0.997,0.863,0.813,0.8663997330663997,0.58625,2.345,0.9469241056502841,0.716,0.863,0.58625,1.0,0.7873015950351053,0.7873015950351053,2.353,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,4,0.75,1000,3,3.111,0.2222142857142857,0.901,0.9066666666666666,1.0,1.0,0.61,0.8913246579913247,0.77775,3.111,0.901,0.9066666666666666,1.0,0.77775,1.0,0.8084707696666666,0.8084707696666666,3.235,1.0,1.0,512.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,15,CurriculumMultiRoomObjectRemapEnv-Identity-R5-v0,Identity,5,4,0.75,1000,3,2.821,0.1880666666666667,1.0,0.9403333333333332,1.0,0.999,1.0,0.982982982982983,0.70525,2.821,1.0,0.9403333333333332,0.999,0.70525,1.0,0.8177603075,0.8177603075,2.821,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,BallLava,3,4,0.75,1000,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,0.8509235599999999,0.8509235599999999,1.0,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,LavaBall,3,4,0.75,1000,1,1.0,0.20000000000000004,0.9994994994994995,0.999,0.999,0.999,0.998,0.9974974974974975,0.25,1.0,0.9994994994994995,0.999,0.999,0.25,1.0,0.8646697182182181,0.8646697182182181,1.0,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,6,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R3-v0,KeyBoxSwap,3,4,0.75,1000,1,0.985,0.16416666666666663,1.0,0.985,0.985,0.985,0.985,0.96996996996997,0.24625,0.985,1.0,0.985,0.985,0.24625,1.0,0.7672345898477158,0.7672345898477158,0.985,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,7,CurriculumMultiRoomObjectRemapEnv-Identity-R3-v0,Identity,3,4,0.75,1000,1,0.307,0.043857142857142845,0.9737704918032787,0.298,0.298,0.298,0.296,0.7297297297297297,0.07675,0.307,0.9737704918032787,0.298,0.298,0.07675,1.0,0.757640531147541,0.757640531147541,0.307,1.0,15.0,7680.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,4,0.75,1000,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.8735074784999999,0.8735074784999999,2.0,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,4,0.75,1000,2,1.679,0.1865555555555556,0.9817181398651046,0.816,0.939,0.936,0.896,0.8491825158491825,0.41975,1.679,0.9817181398651046,0.816,0.936,0.41975,1.0,0.7919252062477813,0.7919252062477813,1.679,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,4,0.75,1000,2,1.853,0.18530000000000005,0.9993333333333333,0.9255,1.0,0.851,0.998,0.9776443109776443,0.46325,1.853,0.9993333333333333,0.9255,0.851,0.46325,1.0,0.8118670711666666,0.8118670711666666,1.853,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,4,0.75,1000,2,1.268,0.11527272727272725,0.9963333333333333,0.63,1.0,1.0,0.992,0.8550216883550217,0.317,1.268,0.9963333333333333,0.63,1.0,0.317,1.0,0.9287577938333333,0.9287577938333333,1.268,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,4,0.75,1000,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,0.8791376196666667,0.8791376196666667,3.0,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,4,0.75,1000,3,2.913,0.2240769230769231,0.96025,0.918,1.0,1.0,0.841,0.8976643309976643,0.72825,2.913,0.96025,0.918,1.0,0.72825,1.0,0.8285413786666667,0.8285413786666667,2.918,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,4,0.75,1000,3,2.614,0.18671428571428572,0.9994892747701737,0.8706666666666666,0.979,0.975,0.977,0.943943943943944,0.6535,2.614,0.9994892747701737,0.8706666666666666,0.975,0.6535,1.0,0.8210260596697311,0.8210260596697311,2.614,1.0,1.0,512.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,similarity,15,CurriculumMultiRoomObjectRemapEnv-Identity-R5-v0,Identity,5,4,0.75,1000,3,2.244,0.14959999999999998,1.0,0.7479999999999999,1.0,1.0,1.0,0.9165832499165832,0.561,2.244,1.0,0.7479999999999999,1.0,0.561,1.0,0.9313297161666667,0.9313297161666667,2.244,1.0,1.0,512.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,BallLava,3,4,0.75,1000,1,1.638,0.4095,0.6404212637913741,0.959,0.959,0.959,0.318,0.928928928928929,0.4095,1.638,0.6404212637913741,0.959,0.959,0.4095,1.0,0.79383767001003,0.79383767001003,1.638,1.0,1.0,512.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,LavaBall,3,4,0.75,1000,1,1.843,0.3686000000000001,0.5785,1.0,1.0,1.0,0.157,0.944944944944945,0.46075,1.843,0.5785,1.0,1.0,0.46075,1.0,0.8371335649999999,0.8371335649999999,1.843,1.0,1.0,512.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,6,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R3-v0,KeyBoxSwap,3,4,0.75,1000,1,1.004,0.1673333333333333,0.9983333333333333,1.0,1.0,1.0,0.997,0.9988321654988321,0.251,1.004,0.9983333333333333,1.0,1.0,0.251,1.0,0.8272420851666665,0.8272420851666665,1.004,1.0,1.0,512.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,7,CurriculumMultiRoomObjectRemapEnv-Identity-R3-v0,Identity,3,4,0.75,1000,1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,4,0.75,1000,2,3.229,0.403625,0.49866666666666665,0.769,1.0,1.0,0.131,0.9034034034034034,0.80725,3.229,0.49866666666666665,0.769,1.0,0.80725,1.0,0.8317365656666665,0.8317365656666665,3.229,1.0,1.0,512.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,4,0.75,1000,2,3.671,0.407888888888889,0.5755,1.0,1.0,1.0,0.124,0.9455288621955288,0.91775,3.671,0.5755,1.0,1.0,0.91775,1.0,0.8287939319166667,0.8287939319166667,3.671,1.0,1.0,512.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,4,0.75,1000,2,2.069,0.20690000000000003,0.9786666666666666,0.995,1.0,0.99,0.951,0.9650483817150483,0.51725,2.069,0.9786666666666666,0.995,0.99,0.51725,1.0,0.8163220249166666,0.8163220249166666,2.07,1.0,1.0,512.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,4,0.75,1000,2,1.0,0.09090909090909091,1.0,0.5,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,1.0,0.25,1.0,0.970392304,0.970392304,1.0,1.0,1.0,512.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,4,0.75,1000,3,4.0,0.33333333333333326,0.7245,0.966,1.0,1.0,0.0,0.8938938938938938,1.0,4.0,0.7245,0.966,1.0,1.0,1.0,0.8503875765000001,0.8503875765000001,6.203,1.0,1.0,512.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,4,0.75,1000,3,3.891,0.2993076923076923,0.7725,0.9936666666666666,1.0,0.995,0.109,0.9404404404404404,0.97275,3.891,0.7725,0.9936666666666666,0.995,0.97275,1.0,0.8147791032499999,0.81477910325,4.677,1.0,1.0,512.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,similarity,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,4,0.75,1000,3,3.712,0.26514285714285707,0.776,0.9433333333333332,1.0,1.0,0.121,0.9669002335669002,0.928,3.712,0.776,0.9433333333333332,1.0,0.928,1.0,0.80709075375,0.80709075375,3.891,1.0,1.0,512.0
