method,seed,run_dir,task_idx,task_name,family,depth,same_family_beta_mass,cross_family_beta_mass,current_beta_mass,selected_prior_count,effective_n,active_component_count
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,0.6072042830487859,0.0,0.39279571695121407,1.0,1.889284507730844,2.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,0.737266966104462,0.0,0.2627330338955381,3.0,3.967769326580857,4.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,0.6306659448494009,0.0,0.36933405515059914,2.0,2.967944587095026,3.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,0.5511272907008924,0.2136672087892157,0.23520550050989186,4.0,4.92700653662712,5.0
Mask-SC-4,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-87-mask-linear_comb-no_task_label-mg10/260619-132014,15,CurriculumMultiRoomObjectRemapEnv-Identity-R5-v0,Identity,5,0.7720796320633871,0.0,0.22792036793661294,3.0,3.9030906117208977,4.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,BallLava,3,0.5725208248016,0.0,0.42747917519839984,1.0,1.9493607584776431,2.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,LavaBall,3,0.5965747414405446,0.0,0.40342525855945544,1.0,1.9214812487978201,2.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,6,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R3-v0,KeyBoxSwap,3,0.4787553888927604,0.0,0.5212446111072396,1.0,1.9914136442695174,2.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,7,CurriculumMultiRoomObjectRemapEnv-Identity-R3-v0,Identity,3,0.0,0.0,1.0,0.0,1.0,1.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,0.7396782354161144,0.0,0.26032176458388556,2.0,2.875683665854313,3.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,0.6534438454739429,0.0,0.3465561545260571,2.0,2.98631495313704,3.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,0.6799315105525586,0.0,0.3200684894474414,2.0,2.906009858171716,3.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,0.6619742468799086,0.0,0.33802575312009137,2.0,2.997160228961414,3.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,0.812581902271328,0.0,0.187418097728672,3.0,3.8778427098548427,4.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,0.608462128616755,0.17986989740986595,0.21166797397337905,4.0,4.9651315754727845,5.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,0.7670313368083617,0.0,0.2329686631916382,3.0,3.825021574123917,4.0
Mask-SC-4,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-88-mask-linear_comb-no_task_label-mg10/260619-132014,15,CurriculumMultiRoomObjectRemapEnv-Identity-R5-v0,Identity,5,0.6799675771507161,0.0,0.3200324228492839,2.0,2.996365207686323,3.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,BallLava,3,0.3228336294629234,0.3149661348740508,0.36220023566302595,2.0,2.978422989350809,3.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,LavaBall,3,0.3828745944479318,0.2170506730065341,0.40007473254553405,2.0,2.769703151797248,3.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,6,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R3-v0,KeyBoxSwap,3,0.5554283450925488,0.0,0.4445716549074511,1.0,1.9662017931890816,2.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,7,CurriculumMultiRoomObjectRemapEnv-Identity-R3-v0,Identity,3,0.0,0.0,1.0,0.0,1.0,1.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,0.4099750172294773,0.3800137004964296,0.2100112822740931,4.0,4.96708061785227,5.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,0.52120735786377,0.2776785988095433,0.20111404332668653,4.0,4.332420280103001,5.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,0.653389313231063,0.0,0.3466106867689371,2.0,2.9877665983125383,3.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,0.5205142875939424,0.0,0.47948571240605764,1.0,1.9947843596326273,2.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,0.5974454596445637,0.18484414492728402,0.21771039542815224,4.0,4.966600471234391,5.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,0.6785518868738162,0.1410786530417857,0.18036946008439816,4.0,4.785873798955917,5.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,0.641491297833943,0.15265766077991205,0.2058510413861451,4.0,4.763973249126356,5.0
Mask-SC-4,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-89-mask-linear_comb-no_task_label-mg10/260619-132015,15,CurriculumMultiRoomObjectRemapEnv-Identity-R5-v0,Identity,5,0.6734835918344813,0.0,0.32651640816551886,2.0,2.9955971646468527,3.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,BallLava,3,0.6241028552447789,0.0,0.3758971447552211,1.0,1.8791928767288215,2.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,LavaBall,3,0.41215548074888364,0.0,0.5878445192511164,1.0,1.921998486849278,2.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,6,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R3-v0,KeyBoxSwap,3,0.5617061838594093,0.0,0.43829381614059065,1.0,1.96267079709829,2.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,7,CurriculumMultiRoomObjectRemapEnv-Identity-R3-v0,Identity,3,0.5395682101676048,0.0,0.4604317898323952,1.0,1.9711513141248482,2.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,0.641767765896593,0.0,0.3582322341034071,2.0,2.9637197894781186,3.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,0.40687499938689287,0.3893794582336586,0.20374554237944853,4.0,4.967530014197768,5.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,0.7647756088985215,0.0,0.23522439110147841,2.0,2.8459784071448846,3.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,0.5663217674259611,0.0,0.433678232574039,1.0,1.9289254972585066,2.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,0.6593726043260071,0.12557047879553124,0.21505691687846157,4.0,4.638334204738319,5.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,0.729595052061391,0.0,0.27040494793860903,3.0,3.9844409769349682,4.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,0.7947351179131423,0.0,0.2052648820868576,3.0,3.9299277752241837,4.0
Mask-SC-4,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-132014,15,CurriculumMultiRoomObjectRemapEnv-Identity-R5-v0,Identity,5,0.0,0.0,1.0,0.0,1.0,1.0
Mask-SC-4,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-132014,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,BallLava,3,0.46339558230147676,0.0,0.5366044176985232,1.0,1.9866580997544585,2.0
Mask-SC-4,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-132014,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,LavaBall,3,0.5292175863763341,0.0,0.4707824136236659,1.0,1.9897947254581019,2.0
Mask-SC-4,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-132014,6,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R3-v0,KeyBoxSwap,3,0.4940270342830296,0.0,0.5059729657169705,1.0,1.995882238182892,2.0
Mask-SC-4,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-132014,7,CurriculumMultiRoomObjectRemapEnv-Identity-R3-v0,Identity,3,0.0,0.0,1.0,0.0,1.0,1.0
Mask-SC-4,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-132014,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,0.48775077953456414,0.22856913547573948,0.28368008498969627,3.0,3.940628353231573,4.0
Mask-SC-4,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-132014,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,0.34851505880909783,0.4382275851053638,0.21325735608553828,4.0,4.939490982508433,5.0
Mask-SC-4,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-132014,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,0.31967877254673416,0.3820949421907295,0.2982262852625365,3.0,3.7088459365820277,4.0
Mask-SC-4,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-132014,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,0.5204861440686928,0.0,0.4795138559313073,1.0,1.9853980075041022,2.0
Mask-SC-4,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-4-thesis/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-132014,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,0.5802068583107027,0.21285215859287,0.20694098309642728,4.0,4.958450243912441,5.0
