method,seed,task_idx,support_size,count
Mask-SC-4,92,6,2,61
Mask-SC-4,92,7,0,13
Mask-SC-4,92,7,1,987
Mask-SC-4,92,8,2,796
Mask-SC-4,92,8,3,194
Mask-SC-4,92,8,4,10
Mask-SC-4,92,9,2,982
Mask-SC-4,92,9,3,5
Mask-SC-4,92,9,4,13
Mask-SC-4,92,10,1,26
Mask-SC-4,92,10,2,958
Mask-SC-4,92,10,3,7
Mask-SC-4,92,10,4,9
Mask-SC-4,92,11,0,8
Mask-SC-4,92,11,1,989
Mask-SC-4,92,11,2,3
Mask-SC-4,92,12,3,724
Mask-SC-4,92,12,4,276
Mask-SC-4,92,13,3,364
Mask-SC-4,92,13,4,636
Mask-SC-4,92,14,0,6
Mask-SC-4,92,14,1,91
Mask-SC-4,92,14,2,159
Mask-SC-4,92,14,3,653
Mask-SC-4,92,14,4,91
Mask-SC-4,92,15,1,2
Mask-SC-4,92,15,2,995
Mask-SC-4,92,15,3,3
