method,depth,metric,mean,ci_low,ci_high,n_seeds
Mask-SC-4,3,support_size,0.9564642857142855,0.8246322367529904,1.0882963346755807,7
Mask-SC-4,3,support_fraction,0.1884929421768707,0.16171549704350577,0.21527038731023565,7
Mask-SC-4,3,same_family_precision,0.9219934051575962,0.8566641528083943,0.9873226575067982,7
Mask-SC-4,3,same_family_recall,0.8246785714285715,0.7340591801998357,0.9152979626573072,7
Mask-SC-4,3,any_same_family,0.8246785714285715,0.7340591801998357,0.9152979626573072,7
Mask-SC-4,3,parent_selected,0.8246785714285715,0.7340591801998357,0.9152979626573072,7
Mask-SC-4,3,family_pure_support,0.7022499999999999,0.5587034547031289,0.845796545296871,7
Mask-SC-4,3,jaccard_stability,0.9386529386529386,0.8967717806041411,0.9805340967017362,7
Mask-SC-4,3,cap_utilization,0.2391160714285714,0.2061580591882476,0.2720740836688952,7
Mask-SC-4,3,raw_support_size,0.9564642857142855,0.8246322367529904,1.0882963346755807,7
Mask-SC-4,3,raw_same_family_precision,0.9219934051575962,0.8566641528083943,0.9873226575067982,7
Mask-SC-4,3,raw_same_family_recall,0.8246785714285715,0.7340591801998357,0.9152979626573072,7
Mask-SC-4,3,raw_parent_selected,0.8246785714285715,0.7340591801998357,0.9152979626573072,7
Mask-SC-4,3,raw_cap_utilization,0.2391160714285714,0.2061580591882476,0.2720740836688952,7
Mask-SC-4,3,performance_filter_retention,1.0,1.0,1.0,7
Mask-SC-4,3,selected_similarity_mean,0.8160193259014479,0.805355428711213,0.8266832230916827,7
Mask-SC-4,3,raw_selected_similarity_mean,0.8160193259014479,0.805355428711213,0.8266832230916827,7
Mask-SC-4,3,threshold_qualified_count,0.9564642857142855,0.8246322367529904,1.0882963346755807,7
Mask-SC-4,3,first_correct_found,0.9285714285714286,0.8382018171599223,1.0,7
Mask-SC-4,3,selection_events_until_first_correct,8.821428571428571,-5.233936952100157,22.876794094957297,7
