method,metric,mean,ci_low,ci_high,n_seeds
Mask-SC-4,support_size,1.986559523809524,1.812903963927965,2.160215083691083,7
Mask-SC-4,support_fraction,0.21197805019055022,0.19109883173440345,0.23285726864669698,7
Mask-SC-4,same_family_precision,0.9136661048148189,0.8570904910199408,0.970241718609697,7
Mask-SC-4,same_family_recall,0.8549464285714284,0.8008326570619937,0.9090602000808632,7
Mask-SC-4,any_same_family,0.9327380952380951,0.896881819275219,0.9685943712009712,7
Mask-SC-4,parent_selected,0.9214166666666666,0.881597008763119,0.9612363245702141,7
Mask-SC-4,family_pure_support,0.7258095238095238,0.5918401011650125,0.8597789464540351,7
Mask-SC-4,jaccard_stability,0.9377127127127126,0.9172220548225933,0.9582033706028319,7
Mask-SC-4,cap_utilization,0.496639880952381,0.45322599098199123,0.5400537709227707,7
Mask-SC-4,raw_support_size,1.986559523809524,1.812903963927965,2.160215083691083,7
Mask-SC-4,raw_same_family_precision,0.9136661048148189,0.8570904910199408,0.970241718609697,7
Mask-SC-4,raw_same_family_recall,0.8549464285714284,0.8008326570619937,0.9090602000808632,7
Mask-SC-4,raw_parent_selected,0.9214166666666666,0.881597008763119,0.9612363245702141,7
Mask-SC-4,raw_cap_utilization,0.496639880952381,0.45322599098199123,0.5400537709227707,7
Mask-SC-4,performance_filter_retention,1.0,1.0,1.0,7
Mask-SC-4,selected_similarity_mean,0.8380892507445239,0.8246650772182683,0.8515134242707795,7
Mask-SC-4,raw_selected_similarity_mean,0.8380892507445239,0.8246650772182683,0.8515134242707795,7
Mask-SC-4,threshold_qualified_count,2.066297619047619,1.8183085212884484,2.3142867168067895,7
Mask-SC-4,first_correct_found,0.9761904761904762,0.9460672723866407,1.0,7
Mask-SC-4,selection_events_until_first_correct,4.035714285714286,-1.3795463865108424,9.450974957939414,7
Mask-SC-4,steps_until_first_correct,2066.285714285714,-706.3277498935513,4838.89917846498,7
