current_family,BallLava,LavaBall,KeyBoxSwap,Identity
BallLava,0.8503689392226584,0.14338273076685917,0.006248330010482396,0.0
LavaBall,0.2021978021978022,0.7978021978021979,0.0,0.0
KeyBoxSwap,0.1178627553693033,0.0,0.8820916938073655,4.555082333113171e-05
Identity,0.0,0.0,0.0006298395761550146,0.999370160423845
