method,seed,run_dir,task_idx,task_name,family,depth,same_family_beta_mass,cross_family_beta_mass,current_beta_mass,selected_prior_count,effective_n,active_component_count
AMSC-no-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-no_norm/260622-180404,22,C-D7,C,7,0.828109214833338,0.0,0.17189078516666195,5.0,5.989281314858404,6.0
AMSC-no-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-no_norm/260622-180404,23,D-D7,D,7,0.84501160510255,0.0,0.15498839489745003,5.0,5.9864276287766165,6.0
AMSC-no-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-no_norm/260622-180404,24,A-D8,A,8,0.8567562811994751,0.0,0.14324371880052506,6.0,6.976122237814238,7.0
AMSC-no-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-no_norm/260622-180404,25,B-D8,B,8,0.8561379703579357,0.0,0.1438620296420644,6.0,6.981629305986763,7.0
AMSC-no-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-no_norm/260622-180404,26,C-D8,C,8,0.8537594645021676,0.0,0.14624053549783234,6.0,6.985779604151553,7.0
AMSC-no-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-no_norm/260622-180404,27,D-D8,D,8,0.8459883673654701,0.0,0.15401163263452994,6.0,6.9910357459072525,7.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,4,A-D3,A,3,0.20664671367118084,0.5899643078713063,0.20338897845751286,4.0,4.993793579868351,5.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,5,B-D3,B,3,0.17181822338922767,0.652856793938535,0.17532498267223728,5.0,5.971666097950383,6.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,6,C-D3,C,3,0.14529235605255894,0.7015545447745261,0.15315309917291495,6.0,6.964186034336359,7.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,7,D-D3,D,3,0.13289178267255847,0.7357619809584903,0.13134623636895126,7.0,7.9699596627983995,8.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,8,A-D4,A,4,0.3395273711632797,0.4927661713481797,0.16770645748854066,5.0,5.989838781778113,6.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,9,B-D4,B,4,0.3460525599577705,0.4855107812973918,0.16843665874483768,5.0,5.971633272265017,6.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,10,C-D4,C,4,0.22815961349464636,0.6515507842511907,0.12028960225416299,8.0,8.959948352997596,9.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,11,D-D4,D,4,0.34633546278572885,0.4927072972040475,0.16095724001022366,5.0,5.98728261598109,6.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,12,A-D5,A,5,0.6067957811389995,0.19471221129413052,0.19849200756687008,4.0,4.9950674975527445,5.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,13,B-D5,B,5,0.7632577207213525,0.0,0.23674227927864772,3.0,3.993520899274776,4.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,14,C-D5,C,5,0.3467285907215581,0.5417731527996743,0.11149825647876761,8.0,8.965741665037985,9.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,15,D-D5,D,5,0.7649094434419894,0.0,0.23509055655801053,3.0,3.9900812364700036,4.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,16,A-D6,A,6,0.8054738803053707,0.0,0.19452611969462924,4.0,4.992630253367859,5.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,17,B-D6,B,6,0.8094553219971857,0.0,0.19054467800281433,4.0,4.992897432995557,5.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,18,C-D6,C,6,0.7972804733206458,0.0,0.20271952667935417,4.0,4.993084404684313,5.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,19,D-D6,D,6,0.814822361939823,0.0,0.18517763806017706,4.0,4.988564328631957,5.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,20,A-D7,A,7,0.8326188060399626,0.0,0.16738119396003723,5.0,5.991218292367028,6.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,21,B-D7,B,7,0.8341045938264079,0.0,0.165895406173592,5.0,5.992276091001065,6.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,22,C-D7,C,7,0.8359118111216386,0.0,0.16408818887836146,5.0,5.989386000632595,6.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,23,D-D7,D,7,0.8460326609295883,0.0,0.15396733907041163,5.0,5.987296033297966,6.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,24,A-D8,A,8,0.8569454881462055,0.0,0.1430545118537945,6.0,6.98248991673629,7.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,25,B-D8,B,8,0.8574792692848108,0.0,0.14252073071518923,6.0,6.98528638078984,7.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,26,C-D8,C,8,0.8617467349012766,0.0,0.13825326509872335,6.0,6.9797115075122615,7.0
AMSC-no-norm,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-no_norm/260622-180404,27,D-D8,D,8,0.86066029816924,0.0,0.1393397018307601,6.0,6.993810866077309,7.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,4,A-D3,A,3,0.20869436416518966,0.5903321091699627,0.20097352666484752,4.0,4.991621890397366,5.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,5,B-D3,B,3,0.1736982701822911,0.6552703109423268,0.17103141887538217,5.0,5.9681675709454085,6.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,6,C-D3,C,3,0.1461300016728968,0.70333539319069,0.1505346051364132,6.0,6.957334557987338,7.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,7,D-D3,D,3,0.12644128952889533,0.7418963768298596,0.13166233364124508,7.0,7.993168385503862,8.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,8,A-D4,A,4,0.40733225329434053,0.3957718807077703,0.1968958659978892,4.0,4.986448403734946,5.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,9,B-D4,B,4,0.3028590076772624,0.5547783015760386,0.14236269074669905,6.0,6.963138052886596,7.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,10,C-D4,C,4,0.21729263813503524,0.6601466688479949,0.12256069301696984,8.0,8.980888385589926,9.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,11,D-D4,D,4,0.3976624414612196,0.3962650986322973,0.2060724599064831,4.0,4.997165477668304,5.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,12,A-D5,A,5,0.7613198599717893,0.0,0.23868014002821075,3.0,3.9918867527427295,4.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,13,B-D5,B,5,0.6150959313436563,0.19488842606290785,0.190015642593436,4.0,4.99167472388266,5.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,14,C-D5,C,5,0.3041041272015791,0.5926104580531979,0.10328541474522297,9.0,9.970419695410545,10.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,15,D-D5,D,5,0.7366573852042368,0.0,0.2633426147957631,3.0,3.9929157125598835,4.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,16,A-D6,A,6,0.8092721115208164,0.0,0.19072788847918354,4.0,4.988402613755893,5.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,17,B-D6,B,6,0.8092349606323228,0.0,0.19076503936767703,4.0,4.992544861386426,5.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,18,C-D6,C,6,0.7879347158626556,0.0,0.2120652841373444,4.0,4.99404885603296,5.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,19,D-D6,D,6,0.7993334330759175,0.0,0.20066656692408244,4.0,4.993396203712064,5.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,20,A-D7,A,7,0.8405506456829496,0.0,0.15944935431705026,5.0,5.987152864017236,6.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,21,B-D7,B,7,0.8351246475932179,0.0,0.16487535240678225,5.0,5.990020683699578,6.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,22,C-D7,C,7,0.8217176814992708,0.0,0.17828231850072912,5.0,5.984447407698196,6.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,23,D-D7,D,7,0.8310444760549833,0.0,0.1689555239450167,5.0,5.992017294283747,6.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,24,A-D8,A,8,0.8614060702413873,0.0,0.1385939297586127,6.0,6.981852386329277,7.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,25,B-D8,B,8,0.8578340555195256,0.0,0.14216594448047437,6.0,6.983424424635494,7.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,26,C-D8,C,8,0.848539871996173,0.0,0.15146012800382702,6.0,6.97772178304881,7.0
AMSC-no-norm,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-no_norm/260622-180404,27,D-D8,D,8,0.8575675652226774,0.0,0.14243243477732265,6.0,6.989759904048613,7.0
AMSC-no-norm,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-no_norm/260622-180404,4,A-D3,A,3,0.2093406099278099,0.5881428141146003,0.20251657595758976,4.0,4.992678340550361,5.0
AMSC-no-norm,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-no_norm/260622-180404,5,B-D3,B,3,0.16986481687959515,0.656078873392199,0.17405630972820588,5.0,5.9675342695816775,6.0
AMSC-no-norm,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-no_norm/260622-180404,6,C-D3,C,3,0.14320366682995295,0.7069748385494147,0.1498214946206325,6.0,6.961826910632368,7.0
AMSC-no-norm,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-no_norm/260622-180404,7,D-D3,D,3,0.13500365117309035,0.7353635490500705,0.12963279977683906,7.0,7.971970539451848,8.0
AMSC-no-norm,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-no_norm/260622-180404,8,A-D4,A,4,0.2951189560558456,0.559565218692706,0.14531582525144843,6.0,6.981002942715489,7.0
AMSC-no-norm,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-no_norm/260622-180404,9,B-D4,B,4,0.3443494960341667,0.4883760079744556,0.16727449599137775,5.0,5.975373847500092,6.0
AMSC-no-norm,89,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-no-norm/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-no_norm/260622-180404,10,C-D4,C,4,0.21811463801567968,0.6602849515722383,0.12160041041208203,8.0,8.98341995997219,9.0
