method,seed,task_idx,support_size,count
AMSC-shuffled,92,11,2,100
AMSC-shuffled,92,12,3,100
AMSC-shuffled,92,13,1,84
AMSC-shuffled,92,13,2,11
AMSC-shuffled,92,13,3,5
AMSC-shuffled,92,14,3,100
AMSC-shuffled,92,15,2,1
AMSC-shuffled,92,15,3,99
AMSC-shuffled,92,16,2,6
AMSC-shuffled,92,16,3,33
AMSC-shuffled,92,16,4,61
AMSC-shuffled,92,17,2,100
AMSC-shuffled,92,18,2,1
AMSC-shuffled,92,18,3,80
AMSC-shuffled,92,18,4,19
AMSC-shuffled,92,19,2,99
AMSC-shuffled,92,19,3,1
AMSC-shuffled,92,20,3,3
AMSC-shuffled,92,20,4,70
AMSC-shuffled,92,20,5,27
AMSC-shuffled,92,21,3,99
AMSC-shuffled,92,21,4,1
AMSC-shuffled,92,22,2,89
AMSC-shuffled,92,22,3,8
AMSC-shuffled,92,22,4,3
AMSC-shuffled,92,23,3,100
AMSC-shuffled,92,24,2,1
AMSC-shuffled,92,24,3,33
AMSC-shuffled,92,24,4,56
AMSC-shuffled,92,24,5,6
AMSC-shuffled,92,24,6,4
AMSC-shuffled,92,25,4,100
AMSC-shuffled,92,26,2,39
AMSC-shuffled,92,26,3,61
AMSC-shuffled,92,27,4,100
