method,seed,run_dir,task_idx,task_name,family,depth,layer,component_idx,component_role,beta_logit,beta_weight,selected_prior_count,effective_n,source
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,4,A-D3,A,3,network.phi_body.layers.0,0,same_family,0.23407045006752014,0.5170286351332367,1,1.9976828922917969,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,4,A-D3,A,3,network.phi_body.layers.0,4,current,0.16592955589294434,0.4829713648667633,1,1.9976828922917969,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,4,A-D3,A,3,network.phi_body.layers.1,0,same_family,0.25261667370796204,0.5262840504528415,1,1.9944884202626274,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,4,A-D3,A,3,network.phi_body.layers.1,4,current,0.14738346636295319,0.4737159495471584,1,1.9944884202626274,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,4,A-D3,A,3,network.phi_body.layers.2,0,same_family,0.2692066431045532,0.5345479991476505,1,1.9904968564883976,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,4,A-D3,A,3,network.phi_body.layers.2,4,current,0.13079409301280975,0.46545200085234956,1,1.9904968564883976,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,4,A-D3,A,3,network.fc_action,0,same_family,0.26977699995040894,0.5348320235655879,1,1.9903407183360782,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,4,A-D3,A,3,network.fc_action,4,current,0.1302228569984436,0.4651679764344121,1,1.9903407183360782,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,4,A-D3,A,3,network.fc_critic,0,same_family,0.20723339915275574,0.503616627559741,1,1.999895365515227,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,4,A-D3,A,3,network.fc_critic,4,current,0.19276663661003113,0.49638337244025904,1,1.999895365515227,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,5,B-D3,B,3,network.phi_body.layers.0,1,same_family,0.1662180870771408,0.49977571518733394,1,1.9999995975706637,checkpoint_reconstruction
AMSC-norm,86,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/AMSC_runs/ct28-interleaved-AMSC-lwe-norm/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md/260622-121148,5,B-D3,B,3,network.phi_body.layers.0,5,current,0.1671152263879776,0.500224284812666,1,1.9999995975706637,checkpoint_reconstruction
